,original_prices,original_competitor_prices,original_revenue,optimised_revenue_calculated,model_optimised_prices
68,2713.4,2883.060918262087,2469.194,2480.059923477277,2395.0
69,2610.48,2829.4124957266945,2427.7464,2443.714633366541,2395.0
70,2560.45,2717.083982517933,2278.8005,2343.4876516880545,2395.0
71,2544.54,2627.443034183906,2111.9682,2259.887655118016,2395.0
72,2554.57,2711.933839450424,2273.5673,2343.4876516880545,2395.0
73,2618.67,2726.978766427869,2252.0562,2348.137767081023,2395.0
74,2700.7,2857.7774459904244,2430.63,2469.4883031119616,2395.0
75,2609.72,2755.617579275792,2322.6508,2380.4362378363558,2395.0
76,2556.76,2650.2244539602616,2122.1108,2279.793558709704,2395.0
77,2587.89,2724.784650166312,2251.4643,2348.137767081023,2395.0
78,2635.95,2722.052656258917,2187.8385,2348.137767081023,2395.0
79,2688.94,2733.477159855405,2124.2626,2356.0865738549496,2395.0
80,2688.04,2857.535811426704,2419.236,2469.4883031119616,2395.0
81,2659.04,2787.203473168578,2313.3648,2407.8320434085385,2395.0
82,2768.1,2983.2739838731045,2574.333,2574.818879837311,2395.0
83,2741.19,2776.1276658549605,2165.5401,2396.295405273089,2395.0
84,2570.19,2664.2714644018697,2133.2577,2293.370295565285,2395.0
85,2545.27,2682.206572353852,2214.3849,2307.788723661251,2395.0
86,2536.29,2686.814006920818,2231.9352,2305.064765186083,2395.0
87,2487.37,2530.646490107454,1915.2749,2017.715287719208,2350.0
88,2872.4,3020.3658073325046,2613.884,2581.8454465016953,2395.0
89,2646.43,2721.0141357397856,2196.5369,2348.137767081023,2395.0
90,2498.46,2688.2459946344416,2273.5986000000003,2308.104300209165,2395.0
91,2598.54,2816.9239399059347,2416.6422,2434.566673783543,2395.0
92,2638.65,2752.8767015450194,2269.239,2380.4362378363558,2395.0
93,2548.66,2720.752318101957,2293.794,2348.137767081023,2395.0
94,2581.66,2755.268427154308,2323.494,2380.4362378363558,2395.0
95,2983.76,3131.841986243711,2715.2216000000003,2619.5495045912785,2395.0
96,2650.84,2760.626743040418,2279.7224,2385.931723400496,2395.0
97,2510.88,2630.2366029505083,2159.3568,2259.887655118016,2395.0
98,2709.85,2917.3478216822127,2520.1605,2516.6470209426516,2395.0
99,2549.93,2739.080665329123,2320.4363,2375.724578035923,2395.0
100,2580.04,2511.152919735214,1651.2256,2023.0083734547593,2370.0
101,2587.08,2468.745730914473,1371.1524,1948.779771230747,2340.0
102,2456.13,2207.113824107088,540.3486,1224.5358600325778,2240.0
103,2494.19,2238.756209544958,548.7218,1252.1463409685414,2240.0
104,2691.25,2497.298733832574,1103.4125,1983.6459975649052,2370.0
105,2845.24,2695.5071135902617,1650.2391999999998,2310.312544254282,2395.0
106,2522.26,2314.043171164533,781.9006,1450.6130246048824,2240.0
107,2445.31,2297.98112283442,1002.5771,1423.1633376065083,2240.0
108,2420.35,2318.6066104715915,1210.175,1505.8558456350984,2240.0
109,2443.43,2206.220542576322,537.5545999999999,1224.5358600325778,2240.0
110,2611.49,2459.605179903921,1227.4002999999998,1888.9356151203506,2295.0
111,2731.56,2545.0481967069973,1201.8864,2011.5239612847927,2370.0
112,2709.58,2597.464391349026,1598.6521999999998,2179.3499765738857,2395.0
113,2549.7,2475.740151101872,1555.3169999999998,1948.779771230747,2340.0
114,2494.7,2283.23381376391,723.4629999999999,1397.619341435361,2240.0
115,2545.76,2371.050424390753,992.8464,1653.9732552489738,2240.0
116,2552.8,2392.643235570012,1072.176,1754.6886789372277,2295.0
117,2439.86,2212.877313043658,585.5664,1224.5358600325778,2240.0
118,2753.93,2583.997228820637,1376.965,2145.233144953245,2395.0
119,2547.94,2318.091948307057,738.9026,1505.8558456350984,2240.0
120,2477.02,2417.6768675069065,1486.212,1824.1036873593278,2295.0
121,2415.09,2199.680731664361,627.9234,1224.5358600325778,2240.0
122,2525.13,2400.7308654947137,1237.3137,1810.9418281717128,2295.0
123,2621.17,2473.670295275403,1258.1616,1948.779771230747,2340.0
124,2690.21,2526.324795817456,1291.3008,2021.3415381232548,2370.0
125,2694.22,2463.080076048824,916.0348,1924.1661989091392,2340.0
126,2777.27,2696.8546454291472,1832.9982,2325.119580923686,2395.0
127,2546.34,2376.5935821299536,1018.536,1702.9847767373362,2240.0
128,2651.42,2543.9987808112824,1511.3094,2011.5239612847927,2370.0
129,2657.49,2550.683207495672,1541.3441999999998,2081.6905170228424,2395.0
130,2607.52,2352.887358826981,651.88,1600.37678643438,2240.0
131,2587.59,2439.2233351334253,1242.0432,1870.1176815121823,2295.0
132,2717.64,2513.012410966189,1141.4088,2023.0083734547593,2370.0
133,2704.62,2500.819456200002,1081.848,2017.3241506058475,2370.0
134,2597.66,2517.6536772605755,1584.5726,2038.99385622527,2370.0
135,2475.8,2233.5343632968647,569.4340000000001,1252.1463409685414,2240.0
136,2593.79,2460.0295040697047,1322.8329,1888.9356151203506,2295.0
137,2480.89,2412.301040697778,1488.534,1824.1036873593278,2295.0
138,2504.88,2378.7671685657365,1177.2936,1702.9847767373362,2240.0
139,2695.99,2490.7376436322456,1051.4361,1983.6459975649052,2370.0
140,2638.01,2515.4405992894267,1450.9055000000003,2023.0083734547593,2370.0
141,2498.03,2297.3522883700084,774.3893,1423.1633376065083,2240.0
142,2606.12,2473.576288422015,1303.06,1948.779771230747,2340.0
143,2583.17,2385.0840985691743,904.1095,1754.6886789372277,2295.0
144,2474.18,2285.017267542546,841.2212,1397.619341435361,2240.0
145,2587.27,2435.9236618980044,1190.1442,1880.2132758699765,2295.0
146,2645.27,2427.239435818037,899.3918000000001,1854.6154256744044,2295.0
147,2644.32,2519.349780900382,1427.9328000000005,2038.99385622527,2370.0
148,2490.36,2261.1694955085145,647.4936,1298.2886618459618,2240.0
149,2645.45,2405.4080020129613,767.1804999999999,1824.2962516233817,2295.0
150,2635.52,2457.1087669263075,1133.2736,1888.9356151203506,2295.0
151,2772.56,2619.4438299952963,1524.908,2231.1627712172112,2395.0
152,2835.63,2683.507551739029,1587.9528000000005,2311.7303992520983,2395.0
153,2820.66,2620.488463194496,1325.7101999999998,2257.808047732781,2395.0
154,2718.66,2448.967619404093,734.0382,1896.1697763946427,2295.0
155,2602.79,2494.4578138159163,1483.5902999999998,1983.6459975649052,2370.0
156,2644.79,2512.789925964906,1375.2908,2023.0083734547593,2370.0
157,2514.85,2415.1038628068177,1383.1675,1824.1036873593278,2295.0
158,2519.95,2378.879904996338,1184.3765,1702.9847767373362,2240.0
159,2590.99,2331.4073632597715,647.7475,1519.2622842373364,2240.0
160,2785.04,2687.1310861767106,1754.5752,2311.7303992520983,2395.0
161,2672.05,2414.3183397073217,721.4535000000001,1824.1036873593278,2295.0
162,2504.15,2383.0835389974327,1227.0335,1754.6886789372277,2295.0
163,2581.11,2355.1549521161523,748.5219,1600.37678643438,2240.0
164,2541.19,2370.7707159973984,1016.476,1653.9732552489738,2240.0
165,2641.24,2539.465426009456,1505.5067999999997,2011.5239612847927,2370.0
166,2514.28,2321.570069856225,829.7124000000001,1505.8558456350984,2240.0
167,2704.39,2478.604066062044,946.5365,1948.779771230747,2340.0
168,2655.4,2416.7259666768296,823.174,1824.1036873593278,2295.0
169,2562.48,2478.7083509414933,1486.2384,1948.779771230747,2340.0
170,2491.45,2248.1902574666665,597.948,1272.7277146530685,2240.0
171,2638.54,2389.936933085592,738.7912,1754.6886789372277,2295.0
172,2555.57,2385.237282014124,1022.228,1754.6886789372277,2295.0
173,2560.67,2334.013324203644,716.9876,1563.6661064321675,2240.0
174,2686.7,2521.037755016433,1235.882,2038.99385622527,2370.0
175,2781.72,2689.0219763592186,1808.118,2311.7303992520983,2395.0
176,2544.76,2414.1139455300627,1246.9324,1824.1036873593278,2295.0
177,2571.89,2338.5206170205884,694.4103,1563.6661064321675,2240.0
178,2598.95,2387.861734990866,857.6535,1754.6886789372277,2295.0
179,2580.94,2440.995750709835,1213.0418,1870.1176815121823,2295.0
180,2542.04,2436.566723028985,1398.122,1880.2132758699765,2295.0
181,2743.04,2504.7989740277208,932.6336,2021.1669767146036,2370.0
182,2786.1,2671.123753769042,1699.521,2297.8088354354363,2395.0
183,2890.19,2723.601838378288,1560.7026,2351.7638661239557,2395.0
184,2547.19,2432.38958916154,1324.5388,1880.2132758699765,2295.0
185,2540.27,2434.909155445564,1397.1485,1880.2132758699765,2295.0
186,2619.29,2433.909715017305,1021.5231,1880.2132758699765,2295.0
187,2597.37,2409.3820983909754,987.0006,1824.2962516233817,2295.0
188,2863.4,2613.5135697003966,1088.092,2231.1627712172112,2395.0
189,2820.43,2565.273073056537,930.7419,2098.6585509399665,2395.0
190,2616.46,2376.259479841552,732.6088000000001,1702.9847767373362,2240.0
191,2555.54,2325.209187648303,689.9958,1519.2622842373364,2240.0
192,2501.65,2419.742341845707,1425.9405,1824.1036873593278,2295.0
193,2686.66,2593.0002958620057,1638.8626,2179.3499765738857,2395.0
194,2556.66,2299.258043972276,562.4652,1423.1633376065083,2240.0
195,2939.76,2795.0230955027027,1822.6512,2350.208268093321,2395.0
196,2658.84,2508.947453957604,1302.8316,2021.1669767146036,2370.0
197,2637.88,2529.318857037537,1477.2128000000002,2023.8414775490612,2370.0
198,2817.85,2711.856957595957,1803.424,2347.1137507309872,2395.0
199,2460.93,2372.6089226384006,1378.1208,1653.9732552489738,2240.0
200,1580.28,1576.1314232252305,1058.7876,1302.7756939184383,1329.24
201,1445.32,1506.024216351463,1156.256,1212.2089730667344,1329.24
202,1405.37,1479.1426002088504,1152.4034,1207.8595717907272,1329.24
203,1315.43,1415.1052396114392,1144.4241,1156.119848919144,1284.24
204,1586.49,1658.4862376494011,1316.7867,1368.566986837949,1329.24
205,1683.48,1637.738001095509,993.2532,1357.9014063550264,1329.24
206,1338.5,1434.713221699301,1164.495,1168.5150833605182,1284.24
207,1387.55,1349.9070457742732,693.775,1070.415253953675,1254.24
208,1386.59,1321.9246590033868,540.7701,1001.0847425960933,1254.24
209,1476.67,1441.1052843382192,782.6351000000001,1164.3198934226373,1299.24
210,1516.73,1473.0994656316627,819.0342,1192.1364234918005,1329.24
211,1482.8,1526.3782331981497,1156.584,1247.2356786293233,1329.24
212,1583.82,1715.7539744428736,1441.2762,1385.6576404857792,1329.24
213,1492.94,1553.754693465636,1209.2814,1277.0076672623632,1329.24
214,1393.94,1452.4460577179852,1101.2126,1167.0332649126774,1329.24
215,1385.0,1467.2975809141064,1163.4,1181.8092335922547,1329.24
216,1378.04,1421.1752768251806,1061.0908,1161.3031121626589,1284.24
217,1427.1,1517.3793340956831,1227.3059999999998,1227.1768799475853,1329.24
218,1699.17,1697.7938848821825,1223.4024,1377.031578200112,1329.24
219,1649.18,1738.6381404273836,1418.2948,1385.6576404857792,1329.24
220,1389.26,1476.6569222099145,1194.7636,1192.1364234918005,1329.24
221,1430.33,1399.6846562518945,758.0749,1140.5381074901218,1284.24
222,1451.37,1474.2152996471527,1015.9589999999998,1192.1364234918005,1329.24
223,1678.41,1761.5497709617655,1443.4326,1413.8657124868557,1329.24
224,1675.45,1731.5207450848663,1390.6235,1385.6576404857792,1329.24
225,1609.46,1706.9918877819623,1400.2302,1377.031578200112,1329.24
226,1607.51,1589.9964146535997,1060.9566,1321.569473397061,1329.24
227,1486.58,1598.2463811085142,1323.0562,1322.159267598162,1329.24
228,1445.66,1383.3721449994855,636.0904,1096.743345070912,1254.24
229,1453.73,1392.6303337922484,639.6412,1141.7226492931932,1284.24
230,1406.76,1512.5650143875296,1237.9488,1212.2089730667344,1329.24
231,1516.83,1515.2017975869633,1016.2761,1227.1768799475853,1329.24
232,1645.88,1615.261185902462,1003.9868,1343.2937938405084,1329.24
233,1659.86,1648.5671932534935,1128.7048,1357.9014063550264,1329.24
234,1535.9,1534.7165014627988,1013.694,1277.0076672623632,1329.24
235,1455.04,1571.970882406687,1294.9856,1302.7756939184383,1329.24
236,1581.03,1535.8989128899852,853.7562,1277.0076672623632,1329.24
237,1455.13,1416.0629811664576,756.6676000000001,1156.119848919144,1284.24
238,1528.12,1542.7550753404073,1084.9652,1277.0076672623632,1329.24
239,1555.23,1519.4972684224158,902.0334,1227.1768799475853,1329.24
240,1629.25,1678.2433817359624,1303.4,1377.031578200112,1329.24
241,1484.27,1553.882512941069,1231.9441,1277.0076672623632,1329.24
242,1419.36,1360.4588407554122,610.3248,1064.794014661766,1254.24
243,1519.41,1575.8419620337204,1230.7221000000002,1302.7756939184383,1329.24
244,1569.42,1513.0181728795792,769.0158,1212.2089730667344,1329.24
245,1491.51,1600.2913465048368,1312.5288,1322.159267598162,1329.24
246,1655.51,1793.1157531979152,1523.0692,1413.8657124868557,1329.24
247,1541.56,1514.5084901328155,909.5204,1212.2089730667344,1329.24
248,1365.6,1344.4451815857788,764.736,1070.415253953675,1254.24
249,1519.69,1566.128491508562,1185.3582,1302.7756939184383,1329.24
250,1528.76,1607.4099998543318,1299.446,1322.6993186716973,1329.24
251,1600.8,1643.1299404529252,1264.632,1357.9014063550264,1329.24
252,1663.87,1669.67070466105,1214.6251,1368.566986837949,1329.24
253,1754.9,1757.8234835712387,1281.077,1413.8657124868557,1329.24
254,1653.9,1624.4682087175745,1025.418,1343.2937938405084,1329.24
255,1571.03,1657.6657173599197,1351.0858,1368.566986837949,1329.24
256,1511.03,1552.266544179525,1148.3828,1277.0076672623632,1329.24
257,1428.09,1401.3924204531595,814.0112999999999,1140.5381074901218,1284.24
258,1409.19,1494.0516809013357,1197.8115,1212.3297466236438,1329.24
259,1449.23,1575.0253958037188,1304.307,1302.7756939184383,1329.24
260,1642.28,1738.577235511638,1428.7836,1385.6576404857792,1329.24
261,1671.29,1805.2637357443589,1520.8739,1413.8657124868557,1329.24
262,1545.39,1553.4278040208312,1066.3191,1277.0076672623632,1329.24
263,1409.35,1452.2154120298164,1071.106,1167.0332649126774,1329.24
264,1543.43,1584.4220976969382,1188.4411,1302.7756939184383,1329.24
265,1535.48,1590.286707250536,1228.384,1321.569473397061,1329.24
266,1483.52,1598.1150232763143,1335.168,1322.159267598162,1329.24
267,1581.63,1520.5129046217894,790.815,1227.1768799475853,1329.24
268,1630.64,1711.6657959146416,1402.3504,1385.6576404857792,1329.24
269,1436.72,1509.2236681956065,1178.1104,1212.2089730667344,1329.24
270,1421.69,1355.8431753139178,582.8928999999999,1073.4504150754674,1254.24
271,1458.78,1529.7980975349317,1210.7874,1247.2356786293233,1329.24
272,1545.81,1527.8575982330938,958.4022,1247.2356786293233,1329.24
273,1502.91,1635.9571894091118,1367.6481,1357.9014063550264,1329.24
274,1652.94,1610.4858219466882,958.7052,1322.6993186716973,1329.24
275,1661.96,1785.7161643148074,1512.3836,1413.8657124868557,1329.24
276,1546.0,1524.0520289481651,927.6,1227.1768799475853,1329.24
277,1475.13,1454.5293722265892,870.3267000000001,1167.0332649126774,1329.24
278,1473.19,1414.5441322937563,662.9355,1156.119848919144,1284.24
279,1529.18,1531.8397940665943,1039.8424000000002,1247.2356786293233,1329.24
280,1501.28,1447.289178537711,705.6016,1173.7694530783826,1299.24
281,1645.28,1665.6471941706577,1233.96,1368.566986837949,1329.24
282,1648.34,1677.778552002858,1252.7384,1377.031578200112,1329.24
283,1713.43,1677.386421708056,1062.3266,1377.031578200112,1329.24
284,1484.43,1591.0462440695503,1321.1427,1321.569473397061,1329.24
285,1510.51,1574.7344180119617,1238.6182,1302.7756939184383,1329.24
286,1400.53,1497.1897335722986,1218.4611,1212.3297466236438,1329.24
287,1407.61,1351.434836007585,633.4245,1070.415253953675,1254.24
288,1892.64,1849.7755188023643,1249.1424000000002,1391.948115999725,1329.24
289,1514.67,1556.9914273524691,1181.4426,1277.0076672623632,1329.24
290,1457.7,1473.6929124176845,1020.39,1192.1364234918005,1329.24
291,1478.78,1525.264488595063,1168.2362,1247.2356786293233,1329.24
292,1431.89,1497.2810347545849,1159.8309000000002,1212.3297466236438,1329.24
293,1410.9,1422.8015573369769,959.412,1161.3031121626589,1284.24
294,1448.9,1494.6877003512268,1115.653,1212.3297466236438,1329.24
295,1859.0,1991.351049039223,1710.28,1498.4486784388432,1329.24
296,1709.08,1801.9349816524773,1486.8996,1413.8657124868557,1329.24
297,1588.12,1654.154248520802,1302.2584,1368.566986837949,1329.24
298,1723.09,1810.2716885900995,1499.0883,1428.9641811289187,1329.24
299,1451.17,1398.0106357365516,696.5616,1140.5381074901218,1284.24
300,1649.04,1741.376412558807,1467.6456,1432.874631443794,1395.0
301,1603.08,1673.8774920224932,1378.6488,1408.5702487074332,1395.0
302,1542.13,1622.2128008412851,1341.6531,1373.2143143885514,1395.0
303,1457.19,1543.276806273085,1267.7553,1303.8377744192878,1390.0
304,1710.25,1776.3041524636758,1470.815,1444.384652777232,1395.0
305,1853.24,1846.970833218408,1445.5272,1475.784432112467,1395.0
306,1442.26,1503.1717391798047,1211.4984,1233.6438399139056,1390.0
307,1444.31,1467.2457771932825,1097.6756,1200.176275218035,1350.0
308,1565.35,1554.705075315898,1095.745,1304.2678610272492,1395.0
309,1524.43,1615.3052531151593,1356.7427,1373.2143143885514,1395.0
310,1689.49,1786.3007236052365,1520.541,1444.384652777232,1395.0
311,1627.56,1697.644541081,1415.9772,1417.453599306436,1395.0
312,1714.58,1734.684925438485,1354.5182,1432.874631443794,1395.0
313,1566.7,1664.070905227213,1410.03,1408.5702487074332,1395.0
314,1489.7,1558.1680139892635,1266.245,1304.2678610272492,1395.0
315,1541.76,1504.838462272999,955.8912,1233.6438399139056,1390.0
316,1566.8,1600.172077813236,1237.772,1351.034223428248,1395.0
317,1468.86,1457.0836470620052,969.4476,1184.6535955067448,1350.0
318,1744.93,1685.39080529656,1099.3059,1417.453599306436,1395.0
319,1712.94,1831.0256950277028,1575.9048,1473.539102804512,1395.0
320,1550.02,1510.1953178785243,945.5122,1236.0771104820576,1390.0
321,1441.09,1463.988019923332,1095.2284,1200.176275218035,1350.0
322,1514.13,1593.8844767547585,1332.4344,1351.034223428248,1395.0
323,1663.17,1733.672098963901,1446.9579,1432.874631443794,1395.0
324,1652.21,1677.583583535746,1305.2459,1417.453599306436,1395.0
325,1701.22,1644.1682679457708,1054.7564,1397.1604431119351,1395.0
326,1680.27,1783.9726111738871,1529.0457,1444.384652777232,1395.0
327,1659.34,1604.797188919208,979.0106,1351.6009918429675,1395.0
328,1491.42,1523.9081824688644,1178.2218,1251.729205336548,1390.0
329,1581.49,1602.0343307000603,1233.5622,1351.034223428248,1395.0
330,1604.52,1535.334377261229,866.4408000000001,1303.8377744192878,1390.0
331,1492.59,1580.091901725337,1313.4792,1331.310680371555,1395.0
332,1709.64,1794.6869996889336,1521.5796,1455.182287030427,1395.0
333,1750.62,1862.1475254412865,1593.0642,1516.7847372480185,1395.0
334,1548.66,1541.8193707086075,1084.062,1303.8377744192878,1390.0
335,1581.8,1579.3479657167327,1138.896,1331.310680371555,1395.0
336,1488.79,1591.2473434564513,1339.911,1351.034223428248,1395.0
337,1596.89,1547.6149089476503,926.1962,1303.8377744192878,1390.0
338,1525.88,1598.7722556124977,1312.2568,1351.034223428248,1395.0
339,1706.99,1700.0059261593158,1280.2425,1417.453599306436,1395.0
340,1636.01,1574.1936245999696,948.8858,1331.310680371555,1395.0
341,1658.03,1605.4718280423026,994.818,1351.6009918429675,1395.0
342,1549.12,1586.284764604315,1254.7872,1331.310680371555,1395.0
343,1556.17,1558.4174319189583,1120.4424,1304.2678610272492,1395.0
344,1545.18,1556.2985647149965,1158.885,1304.2678610272492,1395.0
345,1509.27,1529.9674890740253,1147.0452,1272.7048983397797,1390.0
346,1713.27,1734.3595645615796,1370.616,1432.874631443794,1395.0
347,1707.32,1661.3397956931926,1092.6848,1408.5702487074332,1395.0
348,1537.36,1621.3868684879733,1352.8768,1373.2143143885514,1395.0
349,1554.45,1659.6772634393574,1399.005,1408.5702487074332,1395.0
350,1650.52,1658.873766831952,1254.3952,1408.5702487074332,1395.0
351,1793.56,1892.591033879696,1632.1396,1549.2371802611165,1395.0
352,1791.63,1776.6384029694464,1325.8062,1444.384652777232,1395.0
353,1881.66,1900.724082166233,1561.7778,1533.6465104683232,1395.0
354,1779.66,1741.528044422456,1210.1688,1432.874631443794,1395.0
355,1568.79,1598.1854122751,1239.3441,1351.034223428248,1395.0
356,1660.79,1664.264191416546,1228.9846,1408.5702487074332,1395.0
357,1596.85,1599.574439913241,1181.669,1351.034223428248,1395.0
358,1636.95,1653.1446469085888,1260.4515,1408.5702487074332,1395.0
359,1552.99,1531.2001436834169,1009.4435,1272.7048983397797,1390.0
360,1768.04,1816.7717899265472,1502.8339999999998,1455.182287030427,1395.0
361,1580.05,1501.5774454613247,790.025,1233.6438399139056,1390.0
362,1588.15,1515.7724249292132,809.9565,1251.729205336548,1390.0
363,1626.11,1650.1775385836618,1284.6269,1397.3770219209412,1395.0
364,1518.19,1590.9920837473048,1320.8253,1351.034223428248,1395.0
365,1685.24,1719.0008886992457,1365.0444,1426.5064090988778,1395.0
366,1536.28,1648.2942045589216,1398.0148,1397.3770219209412,1395.0
367,1807.39,1814.58320252672,1409.7642,1455.182287030427,1395.0
368,1654.4,1764.7992631696566,1505.504,1440.9643294685136,1395.0
369,1518.48,1597.2854842467725,1321.0776,1351.034223428248,1395.0
370,1617.45,1662.4159926340433,1342.4835,1408.5702487074332,1395.0
371,1563.54,1569.8738515088762,1157.0196,1331.310680371555,1395.0
372,1457.57,1496.6612620999736,1166.056,1233.770134070043,1390.0
373,1521.67,1471.512889740916,836.9185000000001,1210.6647546230986,1350.0
374,1646.7,1612.0089740458616,1070.355,1351.6009918429675,1395.0
375,1667.72,1770.2754516279615,1517.6252000000002,1440.9643294685136,1395.0
376,1530.76,1610.709477810435,1347.0688,1351.6009918429675,1395.0
377,1544.89,1486.0051642155288,818.7917000000001,1228.7300740989244,1360.0
378,1579.95,1687.4762728753017,1437.7545,1417.453599306436,1395.0
379,1596.94,1611.665495240662,1245.6132,1351.6009918429675,1395.0
380,1534.04,1581.0279386319994,1273.2532,1331.310680371555,1395.0
381,1672.04,1656.6461073441685,1187.1483999999998,1408.5702487074332,1395.0
382,1664.1,1747.6130040139176,1464.408,1432.874631443794,1395.0
383,1713.19,1720.278626492761,1336.2882000000002,1426.5064090988778,1395.0
384,1646.19,1616.492993857143,1086.4854,1373.2143143885514,1395.0
385,1464.27,1482.4398253635354,1098.2025,1226.6334662203656,1350.0
386,1497.29,1609.8470132684326,1362.5339,1351.6009918429675,1395.0
387,1540.37,1593.432163327275,1278.5070999999998,1351.034223428248,1395.0
388,1815.4,1835.687126667188,1488.628,1475.784432112467,1395.0
389,1663.43,1655.9351476875615,1214.3039,1408.5702487074332,1395.0
390,1543.46,1586.558396235395,1265.6372,1331.310680371555,1395.0
391,1584.54,1607.1200945737714,1251.7866,1351.6009918429675,1395.0
392,1604.65,1640.4659016230594,1315.813,1397.1604431119351,1395.0
393,1634.66,1724.827794688655,1454.8474,1426.5064090988778,1395.0
394,1615.66,1550.605003344226,872.4564000000001,1304.2678610272492,1395.0
